project_id,mp_id,constituency_id,state,district,latitude,longitude,work_category,work_description,implementing_agency,executing_agency,vendor_id,sanctioned_amount,estimated_cost,released_amount,expenditure_amount,recommended_date,sanction_date,start_date,expected_completion_date,actual_completion_date,status,utilization_certificate_filed,created_at,updated_at
MPLADS-KA-2019-00080,MP-KA-007,PC-KA-005,Karnataka,Belagavi,16.09925,74.909685,COMMUNITY_HALLS,Renovation of marriage hall at Hanumangarh village Gram Panchayat,Belagavi Rural Development Agency,Belagavi Zilla Parishad,VEN-00650,872455.0,857876.97,861699.95,812629.23,2019-04-03,2019-05-18,2019-06-27,2019-10-10,2019-10-04,COMPLETED,True,2019-04-03T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-HR-2021-00085,MP-HR-001,,Haryana,Karnal,30.13107,75.901327,ROADS,Construction of bridge/culvert on approach road to Gandhi Nagar,Haryana Housing Board — Karnal Circle,PWD Karnal Division,VEN-00307,4498950.0,4803758.32,1683977.23,1683904.11,2021-11-17,2022-01-19,2022-02-14,2023-02-19,,ABANDONED,False,2021-11-17T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-RJ-2020-00094,MP-RJ-003,PC-RJ-001,Rajasthan,Udaipur,27.194863,74.740793,ELECTRICITY,Transformer capacity augmentation at Anandpur substation,Rajasthan Housing Board — Udaipur Circle,Rajasthan Housing Board — Udaipur Circle,VEN-00409,1822042.0,1865352.91,1789162.75,1781288.31,2020-08-14,2020-09-27,2020-11-07,2021-02-11,2021-04-03,COMPLETED,True,2020-08-14T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-AP-2023-00089,MP-AP-003,PC-AP-003,Andhra Pradesh,Vijayawada,16.017244,79.486316,DRINKING_WATER,Construction of overhead water tank (100 KL capacity) at Ambedkar Nagar,Andhra Pradesh Housing Board — Vijayawada Circle,Vijayawada Rural Development Agency,VEN-00367,1870466.0,1865620.33,1791655.41,1561049.87,2023-07-16,2023-09-17,2023-12-19,2024-05-23,2024-07-31,COMPLETED,True,2023-07-16T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-KL-2019-00106,MP-KL-007,PC-KL-007,Kerala,Thiruvananthapuram,11.611202,77.192282,HEALTH,"Upgradation of Primary Health Centre, Deolali Gram Panchayat",PWD Thiruvananthapuram Division,Thiruvananthapuram Rural Development Agency,VEN-00456,2703845.0,2624068.01,2587607.47,2414521.74,2019-11-03,2019-11-28,2020-01-22,2021-01-22,2021-01-22,COMPLETED,True,2019-11-03T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-TG-2020-00093,MP-TG-002,PC-TG-002,Telangana,Karimnagar,18.724934,79.425004,OTHER,Miscellaneous public welfare work at Manpur as recommended by MP,Karimnagar Municipal Corporation,Karimnagar Panchayati Raj Department,VEN-00133,1398839.0,1472131.77,1383270.86,1299811.18,2020-09-09,2020-10-24,2021-02-14,2021-06-04,2021-08-24,COMPLETED,True,2020-09-09T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-WB-2023-00078,MP-WB-004,PC-WB-003,West Bengal,Murshidabad,23.436584,87.843299,EDUCATION,"Provision of furniture and computer lab to Government School, Nehru Nagar",Murshidabad Panchayati Raj Department,Murshidabad Municipal Corporation,VEN-00353,1291938.0,1414554.86,1259426.97,1125816.34,2023-09-01,2023-10-29,2024-01-18,2024-07-25,2024-07-11,COMPLETED,True,2023-09-01T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-WB-2020-00079,MP-WB-005,,West Bengal,Darjeeling,22.78659,87.004324,IRRIGATION,Renovation of irrigation canal serving Chandpur Gram Panchayat farmers,Cantonment Board Darjeeling,West Bengal Housing Board — Darjeeling Circle,VEN-00846,1774641.0,1893438.49,1191634.29,1064963.53,2020-05-25,2020-08-11,2020-10-07,2021-09-09,,DELAYED,False,2020-05-25T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-MH-2024-00092,MP-MH-011,PC-MH-010,Maharashtra,Nashik,19.154466,75.26204,IRRIGATION,Renovation of irrigation canal serving Rampur village farmers,Nashik Municipal Corporation,Nashik Zilla Parishad,VEN-00608,876662.0,941844.07,870634.4,767980.55,2024-05-14,2024-06-18,2024-09-05,2025-08-05,2025-09-17,COMPLETED,True,2024-05-14T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-OD-2019-00080,MP-OD-004,PC-OD-003,Odisha,Sambalpur,20.214599,85.825841,SPORTS,Construction of open gymnasium at Nehru Nagar Gram Panchayat community park,Sambalpur Municipal Corporation,Sambalpur Panchayati Raj Department,VEN-00289,1099922.0,1195344.23,1086885.9,1022983.0,2019-11-05,2019-12-22,2020-04-04,2020-08-29,2020-11-23,COMPLETED,True,2019-11-05T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-HR-2020-00086,MP-HR-003,PC-HR-002,Haryana,Karnal,29.119418,75.847357,DRINKING_WATER,Construction of overhead water tank (100 KL capacity) at Vijaynagar village,Karnal Zilla Parishad,Karnal Rural Development Agency,VEN-00133,1026415.0,998082.54,1011837.0,871265.14,2024-03-23,2024-04-09,2024-04-16,2021-01-23,2021-02-11,COMPLETED,False,2020-04-11T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-TG-2021-00094,MP-TG-008,PC-TG-007,Telangana,Warangal,17.649504,79.990602,PUBLIC_INFRASTRUCTURE,Renovation of panchayat bhawan at Nehru Nagar hamlet,Warangal Panchayati Raj Department,Telangana Housing Board — Warangal Circle,VEN-00545,509616.0,494256.0,219568.46,203279.01,2021-07-25,2021-09-25,2021-12-28,2022-08-10,,ABANDONED,False,2021-07-25T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-BR-2024-00089,MP-BR-004,PC-BR-002,Bihar,Muzaffarpur,24.87036,86.094454,ELECTRICITY,Transformer capacity augmentation at Hanumangarh Gram Panchayat substation,Muzaffarpur Panchayati Raj Department,Muzaffarpur Zilla Parishad,VEN-00832,1839975.0,1841378.13,1831208.87,1641648.06,2024-04-02,2024-05-11,2024-06-14,2024-09-28,2024-09-04,COMPLETED,True,2024-04-02T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-PB-2024-00095,MP-PB-002,PC-PB-002,Punjab,Amritsar,31.563187,75.355973,COMMUNITY_HALLS,Construction of community hall at Ambedkar Nagar Gram Panchayat,Amritsar Rural Development Agency,Amritsar Panchayati Raj Department,VEN-00828,1447930.0,1392034.03,920766.6,789998.23,2024-06-10,2024-08-26,2024-12-11,2025-02-14,,DELAYED,False,2024-06-10T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-TN-2019-00080,MP-TN-009,PC-TN-007,Tamil Nadu,Madurai,12.13637,77.566449,PUBLIC_INFRASTRUCTURE,Renovation of panchayat bhawan at Chandpur hamlet,Madurai Municipal Corporation,Madurai Panchayati Raj Department,VEN-00890,1299142.0,1260799.58,1266913.13,1103035.9,2019-10-12,2020-01-01,2020-04-21,2020-10-02,2020-11-24,COMPLETED,True,2019-10-12T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-BR-2024-00090,MP-BR-002,,Bihar,Muzaffarpur,25.332675,85.146011,ROADS,Construction of bridge/culvert on approach road to Ganeshpur village,Bihar Housing Board — Muzaffarpur Circle,Bihar Housing Board — Muzaffarpur Circle,VEN-00593,4725152.0,5143010.16,4469364.48,4134933.77,2024-12-27,2025-03-09,2025-03-28,2026-02-08,,DELAYED,False,2024-12-27T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-CG-2025-00097,MP-CG-004,PC-CG-002,Chhattisgarh,Korba,21.322963,82.026183,ROADS,Construction of bridge/culvert on approach road to Chandpur village,PWD Korba Division,Korba Rural Development Agency,VEN-00802,2593244.0,2479006.68,2055347.34,1999782.68,2025-10-08,2025-10-24,2026-01-10,2026-10-30,,IN_PROGRESS,False,2025-10-08T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-OD-2023-00081,MP-OD-017,PC-OD-012,Odisha,Bhubaneswar,21.601265,84.966054,SANITATION,Solid waste management unit at Ravipur block,Cantonment Board Bhubaneswar,Bhubaneswar Municipal Corporation,VEN-00898,1203647.0,1291876.25,6687571.19,1007980.31,2023-10-27,2023-11-15,2024-01-14,2024-05-17,2024-08-03,COMPLETED,True,2023-10-27T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-RJ-2023-00095,MP-RJ-013,PC-RJ-006,Rajasthan,Bikaner,26.94123,75.228055,ELECTRICITY,Solar street lighting installation (9 poles) in Shivpuri Gram Panchayat,Bikaner Municipal Corporation,Bikaner Zilla Parishad,VEN-00299,475896.0,473348.5,207683.82,148076.91,2023-12-17,2024-02-06,2024-03-01,2025-07-10,,DELAYED,False,2023-12-17T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-AS-2022-00071,MP-AS-015,PC-AS-014,Assam,Silchar,25.651583,92.925704,COMMUNITY_HALLS,Renovation of marriage hall at Ambedkar Nagar block Gram Panchayat,Silchar Municipal Corporation,Cantonment Board Silchar,VEN-00629,993752.0,1044438.86,991299.92,989432.88,2022-06-06,2022-06-23,2022-10-08,2023-04-15,2023-05-13,COMPLETED,False,2022-06-06T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-BR-2024-00091,MP-BR-005,,Bihar,Darbhanga,25.819299,85.086139,IRRIGATION,Construction of check dam near Gandhi Nagar hamlet,Darbhanga Panchayati Raj Department,Darbhanga Zilla Parishad,VEN-00029,4344894.0,4585312.9,4229515.44,4174520.66,2024-10-26,2024-12-25,2025-01-22,2025-07-04,2025-06-21,COMPLETED,True,2024-10-26T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-KA-2020-00081,MP-KA-020,PC-KA-015,Karnataka,Mangaluru,14.528567,75.461849,DRINKING_WATER,Installation of 6 solar-powered borewell hand pumps in Devpur block,Mangaluru Municipal Corporation,Mangaluru Zilla Parishad,VEN-00529,1797503.0,1922929.65,1434323.5,1280251.05,2020-12-12,2021-02-21,2021-05-29,2022-01-03,,DELAYED,False,2020-12-12T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-BR-2024-00092,MP-BR-011,PC-BR-007,Bihar,Patna,26.149681,84.561285,EDUCATION,"Renovation of school building and toilets at Government School, Shivpuri hamlet",Cantonment Board Patna,PWD Patna Division,VEN-00598,614867.0,605023.95,589026.61,550594.82,2024-09-30,2024-12-10,2025-04-05,2025-08-28,2025-09-30,COMPLETED,False,2024-09-30T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-UP-2022-00086,MP-UP-005,PC-UP-005,Uttar Pradesh,Kanpur Nagar,26.83812,81.778862,PUBLIC_INFRASTRUCTURE,Renovation of panchayat bhawan at Deolali block,Kanpur Nagar Municipal Corporation,Kanpur Nagar Municipal Corporation,VEN-00246,590704.0,643638.76,563738.15,561256.21,2022-11-24,2023-01-02,2023-04-07,2023-08-31,2023-11-19,COMPLETED,True,2022-11-24T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-RJ-2021-00096,MP-RJ-011,PC-RJ-004,Rajasthan,Kota,26.382493,75.171749,HEALTH,Construction of sub-health centre building at Bhagwanpur Gram Panchayat,Kota Rural Development Agency,Kota Rural Development Agency,VEN-00806,3900004.0,3813969.44,3728968.67,3607516.5,2021-04-19,2021-07-07,2021-10-25,2022-07-24,2022-09-11,COMPLETED,True,2021-04-19T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-UP-2024-00087,MP-UP-017,PC-UP-015,Uttar Pradesh,Varanasi,25.879495,80.639633,EDUCATION,"Renovation of school building and toilets at Government School, Bhagwanpur block",Varanasi Panchayati Raj Department,PWD Varanasi Division,VEN-00409,2338698.0,2534760.33,2275452.31,1970168.14,2024-12-08,2025-02-26,2025-06-15,2025-12-17,2025-12-22,COMPLETED,True,2024-12-08T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-HR-2023-00087,MP-HR-005,PC-HR-004,Haryana,Panipat,29.152277,75.704382,IRRIGATION,Renovation of irrigation canal serving Bhagwanpur block farmers,Panipat Municipal Corporation,Panipat Municipal Corporation,VEN-00125,2140836.0,2251385.6,13405080.39,13405080.39,2023-06-08,2023-07-22,2023-10-26,2024-09-14,2024-08-28,COMPLETED,False,2023-06-08T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-MH-2020-00093,MP-MH-008,PC-MH-007,Maharashtra,Nashik,20.215002,75.0365,ELECTRICITY,Transformer capacity augmentation at Hanumangarh Gram Panchayat substation,Nashik Rural Development Agency,Nashik Municipal Corporation,VEN-00520,983777.0,950899.16,972492.24,845027.02,2020-11-01,2020-12-08,2021-01-11,2021-03-19,2021-04-05,COMPLETED,False,2020-11-01T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-JH-2020-00083,MP-JH-006,PC-JH-004,Jharkhand,Ranchi,24.679674,85.809975,ROADS,Construction of bridge/culvert on approach road to Vijaynagar Gram Panchayat,PWD Ranchi Division,Jharkhand Housing Board — Ranchi Circle,VEN-00029,5712504.0,5853376.22,5565264.79,5382507.14,2020-10-02,2020-12-18,2021-02-14,2021-08-23,2021-11-06,COMPLETED,True,2020-10-02T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-TG-2024-00095,MP-TG-005,PC-TG-005,Telangana,Karimnagar,17.539948,78.470665,PUBLIC_INFRASTRUCTURE,Construction of public library at Ravipur,Karimnagar Panchayati Raj Department,Telangana Housing Board — Karimnagar Circle,VEN-00220,883857.0,967239.27,846271.54,793909.85,2024-08-14,2024-10-06,2024-12-18,2025-08-02,2025-09-15,COMPLETED,True,2024-08-14T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-OD-2025-00082,MP-OD-006,,Odisha,Puri,21.173347,86.138739,PUBLIC_INFRASTRUCTURE,Construction of bus shelter/stand at Ganeshpur,Puri Municipal Corporation,Puri Panchayati Raj Department,VEN-00003,2039968.0,2042976.29,659806.86,659806.86,2025-11-10,2025-11-27,2026-02-28,2026-09-06,,IN_PROGRESS,False,2025-11-10T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-BR-2025-00093,MP-BR-007,,Bihar,Muzaffarpur,24.06728,84.454352,HEALTH,Purchase of ambulance for Shivpuri village block,PWD Muzaffarpur Division,Muzaffarpur Zilla Parishad,VEN-00080,2432705.0,2648531.02,2418641.94,2210225.61,2025-05-28,2025-08-07,2025-10-13,2026-03-22,2026-05-12,COMPLETED,False,2025-05-28T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-RJ-2024-00097,MP-RJ-003,PC-RJ-001,Rajasthan,Udaipur,26.988326,73.409669,SANITATION,Construction of 8 community toilet complexes in Hanumangarh village,Udaipur Municipal Corporation,PWD Udaipur Division,VEN-00267,400761.0,383953.46,387578.66,336859.16,2024-09-09,2024-10-23,2025-01-11,2025-07-19,2025-09-18,COMPLETED,True,2024-09-09T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-KL-2023-00107,MP-KL-004,PC-KL-004,Kerala,Thiruvananthapuram,10.777551,75.466633,DRINKING_WATER,Construction of overhead water tank (75 KL capacity) at Fatehpur village,Cantonment Board Thiruvananthapuram,PWD Thiruvananthapuram Division,VEN-00109,1554846.0,1620819.51,1549758.33,1427466.35,2023-08-30,2023-10-10,2024-01-06,2024-08-12,2024-10-13,COMPLETED,True,2023-08-30T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-KL-2022-00108,MP-KL-009,PC-KL-009,Kerala,Kozhikode,9.79233,75.454352,ROADS,Construction of 0.7 km cement concrete road from Bhagwanpur block to Nehru Nagar Gram Panchayat,Kozhikode Municipal Corporation,Cantonment Board Kozhikode,VEN-00370,1456383.0,1480094.88,505664.16,488138.47,2022-07-31,2022-09-15,2022-10-18,2023-05-09,,ABANDONED,False,2022-07-31T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-JH-2023-00084,MP-JH-005,PC-JH-003,Jharkhand,Dhanbad,24.665893,84.882706,DRINKING_WATER,Construction of overhead water tank (75 KL capacity) at Devpur hamlet,Dhanbad Municipal Corporation,Cantonment Board Dhanbad,VEN-00529,1712352.0,1775567.37,848447.71,831378.16,2023-04-22,2023-05-18,2023-08-22,2024-03-30,,DELAYED,False,2023-04-22T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-RJ-2019-00098,MP-RJ-015,PC-RJ-008,Rajasthan,Udaipur,26.707915,74.196059,IRRIGATION,Construction of check dam near Ambedkar Nagar Gram Panchayat,Udaipur Panchayati Raj Department,Rajasthan Housing Board — Udaipur Circle,VEN-00728,1380940.0,1458152.25,1363237.46,1217799.43,2019-09-21,2019-11-04,2020-01-13,2020-08-08,2020-11-02,COMPLETED,True,2019-09-21T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-TN-2020-00081,MP-TN-011,,Tamil Nadu,Chennai,11.436659,79.433375,ROADS,Construction of 1.0 km cement concrete road from Deolali block to Ravipur,Cantonment Board Chennai,Chennai Rural Development Agency,VEN-00706,3462310.0,3396604.49,2579520.31,2252356.99,2020-05-29,2020-08-08,2020-08-30,2021-11-15,,DELAYED,False,2020-05-29T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-JH-2022-00085,MP-JH-008,PC-JH-006,Jharkhand,Bokaro,24.37051,85.368706,DRINKING_WATER,Installation of 3 solar-powered borewell hand pumps in Chandpur block,Bokaro Zilla Parishad,Bokaro Rural Development Agency,VEN-00267,2030415.0,2215716.48,2005650.54,1743533.87,2022-07-23,2022-08-16,2022-09-14,2023-02-05,2023-04-15,COMPLETED,True,2022-07-23T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-PB-2024-00096,MP-PB-005,PC-PB-004,Punjab,Patiala,30.449451,76.346965,ROADS,Construction of 4.0 km cement concrete road from Gandhi Nagar to Ambedkar Nagar,Patiala Municipal Corporation,PWD Patiala Division,VEN-00029,2950859.0,2854567.32,2803783.61,2545285.1,2024-07-19,2024-08-31,2024-09-27,2025-07-29,2025-08-22,COMPLETED,True,2024-07-19T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-TN-2025-00082,MP-TN-013,,Tamil Nadu,Madurai,12.065767,78.908139,PUBLIC_INFRASTRUCTURE,Renovation of panchayat bhawan at Bhagwanpur block,Cantonment Board Madurai,Tamil Nadu Housing Board — Madurai Circle,VEN-00003,636681.0,664880.51,613112.55,524192.95,2025-06-06,2025-07-13,2025-09-30,2026-06-18,2026-07-04,COMPLETED,False,2025-06-06T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-OD-2023-00083,MP-OD-023,PC-OD-017,Odisha,Bhubaneswar,21.4375,84.79038,IRRIGATION,Renovation of irrigation canal serving Fatehpur block farmers,Bhubaneswar Municipal Corporation,Odisha Housing Board — Bhubaneswar Circle,VEN-00564,4223237.0,4516384.73,1822421.23,1767410.42,2023-12-12,2024-02-19,2024-06-04,2025-01-05,,DELAYED,False,2023-12-12T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-RJ-2023-00099,MP-RJ-014,PC-RJ-007,Rajasthan,Jodhpur,26.20226,73.954628,ROADS,Construction of 4.9 km cement concrete road from Gandhi Nagar block to Kisanpur,Jodhpur Zilla Parishad,Jodhpur Panchayati Raj Department,VEN-00050,4032606.0,4191869.02,3987035.31,3440815.13,2023-09-12,2023-11-15,2024-01-15,2025-03-12,2025-03-20,COMPLETED,True,2023-09-12T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-PB-2024-00097,MP-PB-008,PC-PB-006,Punjab,Patiala,31.721468,75.443742,IRRIGATION,Renovation of irrigation canal serving Chandpur Gram Panchayat farmers,Patiala Zilla Parishad,Patiala Rural Development Agency,VEN-00785,2406174.0,2604715.42,2811531.42,2811531.42,2024-06-19,2024-07-19,2024-09-15,2025-03-10,2025-04-17,COMPLETED,True,2024-06-19T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-RJ-2025-00100,MP-RJ-015,PC-RJ-008,Rajasthan,Udaipur,26.439542,74.138663,DRINKING_WATER,Installation of 2 solar-powered borewell hand pumps in Gandhi Nagar Gram Panchayat,Cantonment Board Udaipur,Udaipur Panchayati Raj Department,VEN-00773,584083.0,587304.37,561341.05,494839.77,2025-10-26,2025-11-29,2026-02-28,2026-07-21,2026-08-12,COMPLETED,True,2025-10-26T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-GJ-2025-00098,MP-GJ-020,PC-GJ-016,Gujarat,Ahmedabad,23.299354,72.225526,EDUCATION,"Construction of 5 additional classrooms at Government Senior Secondary School, Rampur hamlet",Ahmedabad Municipal Corporation,Ahmedabad Municipal Corporation,VEN-00832,1328037.0,1277057.85,501303.11,499076.87,2025-04-25,2025-06-04,2025-09-10,2026-03-21,,ABANDONED,False,2025-04-25T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-HR-2025-00088,MP-HR-007,PC-HR-006,Haryana,Karnal,28.227817,75.382857,DRINKING_WATER,Laying of 4.8 km drinking water supply pipeline in Fatehpur,Karnal Panchayati Raj Department,PWD Karnal Division,VEN-00121,1782248.0,1884564.11,1693488.4,1510078.06,2025-04-19,2025-05-14,2025-08-19,2026-02-01,2026-04-01,COMPLETED,False,2025-04-19T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-OD-2025-00084,MP-OD-002,,Odisha,Cuttack,21.498289,85.884162,ELECTRICITY,Rural electrification of Manpur hamlet hamlet,Cuttack Municipal Corporation,Odisha Housing Board — Cuttack Circle,VEN-00825,858283.0,860247.7,674861.38,654021.22,2025-10-30,2025-11-27,2026-03-07,2026-05-23,,DELAYED,False,2025-10-30T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-WB-2022-00080,MP-WB-008,PC-WB-005,West Bengal,Murshidabad,23.318601,88.229582,ELECTRICITY,Transformer capacity augmentation at Ganeshpur block substation,West Bengal Housing Board — Murshidabad Circle,West Bengal Housing Board — Murshidabad Circle,VEN-00029,1251861.0,1374451.33,1208701.87,1181032.79,2022-12-16,2023-01-09,2023-04-11,2023-08-26,2023-09-27,COMPLETED,True,2022-12-16T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-AS-2024-00072,MP-AS-014,PC-AS-013,Assam,Jorhat,26.498386,93.147744,EDUCATION,"Construction of 9 additional classrooms at Government Upper Primary School, Bhagwanpur Gram Panchayat",Assam Housing Board — Jorhat Circle,Jorhat Panchayati Raj Department,VEN-00065,1563333.0,1624790.18,1156182.51,1082479.48,2024-12-05,2024-12-25,2025-04-01,2025-09-20,,DELAYED,False,2024-12-05T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-CG-2025-00098,MP-CG-014,,Chhattisgarh,Raipur,21.04485,80.948951,ROADS,Construction of bridge/culvert on approach road to Sundarpur block,Raipur Zilla Parishad,Raipur Municipal Corporation,VEN-00085,1958634.0,2112859.93,892133.99,592492.34,2025-08-13,2025-11-10,2025-12-20,2025-05-12,,DELAYED,False,2025-08-13T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-TG-2022-00096,MP-TG-008,PC-TG-007,Telangana,Warangal,17.548712,79.239212,PUBLIC_INFRASTRUCTURE,Construction of public library at Nehru Nagar hamlet,Warangal Zilla Parishad,Warangal Panchayati Raj Department,VEN-00657,960224.0,942189.96,714266.22,676489.51,2022-10-01,2022-11-29,2023-01-09,2023-05-21,,DELAYED,False,2022-10-01T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-MP-2023-00076,MP-MP-006,PC-MP-006,Madhya Pradesh,Gwalior,23.25093,78.521341,DRINKING_WATER,Construction of overhead water tank (30 KL capacity) at Devpur hamlet,PWD Gwalior Division,Gwalior Zilla Parishad,VEN-00890,487691.0,518985.2,5875069.49,5875069.5,2023-08-09,2023-11-05,2023-12-26,2024-08-06,2024-09-04,COMPLETED,False,2023-08-09T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-TN-2024-00083,MP-TN-008,PC-TN-006,Tamil Nadu,Coimbatore,11.893095,79.459871,SPORTS,Construction of open gymnasium at Anandpur Gram Panchayat community park,Cantonment Board Coimbatore,PWD Coimbatore Division,VEN-00753,2096471.0,2209451.23,2041021.72,2035913.52,2024-11-03,2024-12-18,2025-04-09,2025-08-10,2025-09-07,COMPLETED,True,2024-11-03T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-OD-2025-00085,MP-OD-018,,Odisha,Sambalpur,20.568025,85.646742,ROADS,Construction of 3.7 km cement concrete road from Fatehpur hamlet to Gandhi Nagar block,Odisha Housing Board — Sambalpur Circle,Sambalpur Municipal Corporation,VEN-00890,5554602.0,6005090.57,3535675.32,3302625.32,2025-08-16,2025-11-12,2026-02-07,2026-11-29,,IN_PROGRESS,False,2025-08-16T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-OD-2025-00086,MP-OD-020,PC-OD-014,Odisha,Puri,21.682002,85.928312,DRINKING_WATER,Laying of 2.4 km drinking water supply pipeline in Chandpur Gram Panchayat,Puri Rural Development Agency,Cantonment Board Puri,VEN-00465,916510.0,981309.06,913231.15,801005.62,2025-07-07,2025-07-24,2025-08-16,2026-04-03,2026-04-21,COMPLETED,False,2025-07-07T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-RJ-2023-00101,MP-RJ-004,,Rajasthan,Bikaner,27.552873,75.003227,HEALTH,Purchase of ambulance for Shivpuri hamlet block,Rajasthan Housing Board — Bikaner Circle,Bikaner Rural Development Agency,VEN-00409,1300554.0,1238046.4,1263354.75,1105927.17,2023-08-21,2023-10-05,2023-12-01,2024-11-20,2024-11-21,COMPLETED,True,2023-08-21T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-RJ-2024-00102,MP-RJ-020,,Rajasthan,Jaipur,27.024072,73.923423,ELECTRICITY,Solar street lighting installation (5 poles) in Ravipur hamlet,PWD Jaipur Division,Jaipur Municipal Corporation,VEN-00121,1556781.0,1703344.91,1485758.9,1473302.95,2024-08-22,2024-10-19,2024-11-11,2025-03-31,2025-03-01,COMPLETED,True,2024-08-22T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-MH-2024-00094,MP-MH-013,PC-MH-011,Maharashtra,Pune,20.673637,76.551103,IRRIGATION,Renovation of irrigation canal serving Hanumangarh Gram Panchayat farmers,Pune Panchayati Raj Department,Pune Panchayati Raj Department,VEN-00267,4777352.0,4607071.79,2465973.81,2415763.96,2024-10-08,2024-12-20,2025-02-15,2025-12-14,,DELAYED,False,2024-10-08T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-AS-2019-00073,MP-AS-010,PC-AS-009,Assam,Dibrugarh,26.599874,93.089926,ELECTRICITY,Rural electrification of Rampur block hamlet,Assam Housing Board — Dibrugarh Circle,Dibrugarh Municipal Corporation,VEN-00785,1527737.0,1478826.41,1469102.91,1378100.46,2019-08-29,2019-10-08,2019-11-10,2020-02-09,2020-04-16,COMPLETED,True,2019-08-29T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-UP-2021-00088,MP-UP-019,PC-UP-017,Uttar Pradesh,Meerut,27.028374,79.912542,ELECTRICITY,Rural electrification of Sundarpur block hamlet,Meerut Municipal Corporation,Meerut Rural Development Agency,VEN-00338,336393.0,328910.31,85826.37,77947.21,2021-09-23,2021-11-03,2022-01-24,2022-07-05,,ABANDONED,False,2021-09-23T09:00:00Z,2026-09-04T04:00:00Z
MPLADS-AS-2021-00074,MP-AS-006,PC-AS-005,Assam,Silchar,25.51997,92.238779,SANITATION,Construction of 8 community toilet complexes in Gandhi Nagar,Silchar Municipal Corporation,Assam Housing Board — Silchar Circle,VEN-00705,559102.0,585468.31,544896.22,535598.68,2021-11-06,2021-12-09,2022-01-19,2022-07-27,2022-08-22,COMPLETED,False,2021-11-06T09:00:00Z,2026-09-04T04:00:00Z
